Institute_name,Region_type,Institute_address,District,Pincode,Web_address,Email_address,Principal_name,Office_contact,personal_contact,Registrar_name,Autonomy_status
"Dr Naikwadi College of D Pharmacy, Jamgaon Sinnar",Rural,"At Jamgaon, Post Paste, Taluka Sinnar, District Nashik.",Nashik,422103,www.drnaikwadiedu.com,naikwadipharm2016@gmail.com,Prof. Dengale Santosh Sopanrao,202000 Ext.- , Ext.- ,Mr. Ghorpade Kiran Sanjay,Non-Autonomous
"Seva Shikshan Prasarak Mandal's Dr. N.J. Paulbudhe College of Pharmacy (Diploma), Ahmednagar",Urban,"Survey No. 45/1B, Shaneshwar Nagar, Vasant Tekadi, Savedi Ahmednagar.",Ahmednagar,414003,www.dnjppharmacy.com,dnjpcp@gmail.com,Ms. Chavan Anuradha Karbhari,2422197 Ext.- 0241, Ext.- ,Mr.Karampure Raghunath Sidram,Non-Autonomous
"Yashodhara Bajaj College of Pharmacy, Chandrapur",Urban,"Shastri Nagar, Mul Road, Chandrapur,Nagpur  442401",Chandrapur,442401,www.pycopchandrapur.com/,pycpchandrapur@rediffmail.com,Mr. T. K. Sambre,251613 Ext.- ,251613 Ext.- ,Mr. R. M. Shinde,Non-Autonomous
"Mehmuda Shikshan & Mahila Gr. Vikas Bahu. Sanstha's Central India Institute Of Pharmacy, Nagpur",Rural,"Mauje Zingabai Takli, Godani Road, Nagpur , 441111",Nagpur,441111,www.centralindiapharmacy.com,centralindia2003@gmail.com,Mr. Madankumar D. Kadwe,2669528 Ext.- , Ext.- ,Mrs. Jyoti Deulkar,Non-Autonomous
"Jai Mahakali Shikshan Sanstha's Agnihotri Institute of Diploma in Pharmacy, Wardha",Rural,"Agnihotri College Campus, Bapujiwadi, Sindhi (M), Wardha  , 442001",Wardha,442001,www.acpwardha.org,drmundhada@yahoo.com,DINESH WANJARI,232548 Ext.- ,254785 Ext.- ,Dinesh S.Wanjari,Non-Autonomous
"Lokmanya Tilak Jankalyan Shikshan Sanstha's  Priyadarshini J. L. college of pharmacy, Nagpur",Urban,"Electronic Zone, Building MIDC,Hingana Road,Nagpur",Nagpur,440016,jlccp.ltjss.net,jlccp_ngp@rediffmail.com,Dr. D. R. Chaple,242169 Ext.- , Ext.- ,Nitin  S. Ghule,Non-Autonomous
"Gondiya Education Society's  Manoharbhai Patel Institute of Pharmacy, Gondia",Rural,"MIET Campus, At-post - Kudwa, Gondia , 441614",Gondia,441614,www.midp.co.in,agrawaltg@gmail.com,PROF. T. G. Agrawal,252137 Ext.- ,252137 Ext.- ,Prateema yelrkar,Non-Autonomous
"Prof. Ravindra Nikam College of Pharmacy, Gondur, Dhule",Urban,"Morane Gondur Bypass Gondur, Taluka & Distric Dhule.",Dhule,424002,www.nitgondur.org,5435prncop@gmail.com,Mr Jadhav Sagar Bhaskar,297309 Ext.- , Ext.- ,Bhosale Pravin Suresh ,Non-Autonomous
"Ravi Bahu-Uddeshiya Shikshan Sanstha's  Ravi Institute Of Diploma In Pharmacy, Mahadula, Devi Road, Koradi",Urban,"Devi Road, Mahadula, Koradi,Tal.Kamptee,Dist. Nagpur 441111",Nagpur,441111,www.ridp.org.in,ridp0496@gmail.com,MR. CHANDRASHEKHAR B. CHAURIYA,9595275635 Ext.- ,3258799 Ext.- 0712,MADHAV P SONEKAR,Non-Autonomous
"Wainganga Bahu-uddeshiya Vikas Sanstha,s Bajiraoji Karanjekar College of Pharmacy, Sakoli",Rural,"Nagzira Road, Taluka-Sakoli, Dist : Bhandara , 441802",Bhandara,441802,www.bkcp.in,bkcp_sakoli@yahoo.com,Dr. Damodar C. Goupale,237199 Ext.- 07186,237199 Ext.- 07186,Mr. R. R. Pardhi,Non-Autonomous
"Gokhale Education Society's Sir Dr.M.S.Gosavi Polytechnic Institute, Nashik Road",Urban,"G.E.Society's Bytco College Campus, Nashik Road, Nashik ",Nashik,422101,www.gespoly.org,principal@gespoly.org,P. M. Deshpnade,2451547 Ext.- , Ext.- ,P. M. Dharmadhikari,Non-Autonomous
"Shri.Sadashivrao Patil Shikshan Sanstha's Anurag College Of Pharmacy , Warathi, Bhandara",Rural,"Near Railway Station ,Warthi, Dist.Bhandara ",Bhandara,441905,www.acpwarthi.org,acpwarthi@gmail.com,DR. SANJAY  P. WATE,286146 Ext.- 07184,285923 Ext.- 07184,MR. VIJAY C BHOYAR,Non-Autonomous
"R.M.S. Institute of Pharmacy, Sayane Khurd",Rural,"Behind Hotel Sahyog, Sayane Khurd, Tal. Malegaon, Dist.Nashik",Nashik,423203,www.rmspharmacy.com,1775principal@msbte.com,Mr.Taarique Aftab Deshmukh,230534 Ext.- , Ext.- ,Salik Zainulabdin ,Non-Autonomous
"Shri. Sai Institute of Technology, Amalner",Rural,"Gat NO.15/1, Devli/Devgaon, Tal.Amalner, Dist Jalgaon.",Jalgaon,425401,shrisaiinstituteoftechnology.org,php_pune@rediffmail.com,Prakash H. Patil,218312 Ext.- 02587,9423479388 Ext.- ,Prakash H. Patil,Non-Autonomous
"Swami Institute of Pharmacy, Abhona",Rural,"At Post Abhona, Taluka Kalwan, Dist. Nashik.",Nashik,423502,www.bsgssv.com,siopabhona@rediffmail.com,DR. VISHAL B. BADGUJAR,240971 Ext.- 02592,240971 Ext.- 02592,Hemant Vishwanath Mahale,Non-Autonomous
"Mahatma Gandhi Vidya Mandir's Institute of Pharmacy(D.Pharmacy), Malegaon",Urban,"Loknete Vyankatrao, Hiray Marg, Malegaon Camp, Malegaon, Dist.Nashik.",Nashik,423105,www.mgv.org.in,mgviop2015@gmail.com,Dr. Jayesh Vasudeo Musale,252562 Ext.- ,252562 Ext.- ,Mr. B. T. Kapadnis,Non-Autonomous
"R.G.Sapkal Institute of Pharmacy, Anjaneri",Rural,"Sapkal Knowledge Hub, Kalyani Hill, Anjaneri, ",Nashik,422213,www.sapkalknowledgehub.org,sapkalpharmacy@gmail.com,Prof. D. G. Phadtare,221003 Ext.- 0162,221005 Ext.- 0162,Mr. Mahale S. S. ,Non-Autonomous
"Pravara Rural Education Society's College of Architecture,Sinnar",Rural,P/O Mahu ,Nashik,422102,www.pravara.in,principal.coarchnashik@pravara.in,Ar.Nishant Hemchandra Manapure,271161 Ext.- 202,271278 Ext.- ,Shri Anil Tukaram Wadekar,Non-Autonomous
"R.C. Patel Polytechnic, Shirpur",Urban,"Survey No. 41/1, Near Balaji Nagar, Opposite to R.C. Patel Educational Complex, Karwand Road, Shirpur.",Dhule,425405,www.rcpatelpolytechnic.org,rcpatelpolytechnic@gmail.com,Navin Haswani, Ext.- , Ext.- ,PT Mahajan,Non-Autonomous
"Pratibhatai Pawer College of Pharmacy, Shrirampur",Rural,"Survey No. 3 & 6/2 Wadala Mahadeo, Shrirampur-Newasa Road,
Tal.Shrirampur, Ahmednagar",Ahmednagar,413739,www.pratibhataipawarcop.com,21jadhavkishor@gmail.com,Dr. Urmilesh Jha,246209 Ext.- , Ext.- ,Mr.KISHOR JADHAV,Non-Autonomous
"Pravara Rural Education Society's Institute of Pharmacy, Loni Kd",Rural,"A/P Loni Kd Tal Rahata, Dist Ahmednagar.",Ahmednagar,413713,www.pravara.in,pravaraiop@gmail.com,Prof. Thorat Dattatraya Balasaheb,272186 Ext.- ,7350338064 Ext.- ,Mr.Lolage Sandip G,Non-Autonomous
"Potdar Polytechnic, Pachora, Jalgaon",Rural,"Bambrud, Serve No.11, Bhadgaon Road, Tal.Parchora, Jalgaon.",Jalgaon,424201,,1764principal@msbte.com,Prof.k.m.sonar,258390 Ext.- ,275640 Ext.- ,potdar J. M.,Non-Autonomous
"Ahinsa Institute of Pharmacy, Dondaicha",Rural,"Dhule Road, Dondaicha, Taluka Shindkheda,Dist. Dhule.",Dhule,425408,www.ahinsapharmacy.in,ahinsaph@gmail.com,Dr.J.A.Sawale,241304 Ext.- 02566, Ext.- ,Mr.D.R.Karnavat,Non-Autonomous
"Akole Taluka Education Society's Faculty of Polytechnic, Akole",Rural,"At Post Akole Tal., Akole, Dist Ahmednagar",Ahmednagar,422601,www.atespoly.co.in,akolepoly2014@gmail.com,DR. RAJKUMAR DNYANDEO PALHADE,221245 Ext.- ,221145 Ext.- ,Mr. VIJAY DAGDU VARPE,Non-Autonomous
"Shri Vile Parle Kelavani Mandal's Institute of Technology, Dhule",Urban,"Survey No. 499/1, Plot No.2, Behind Gurudwara, Mumbai Agra Highway, Dhule",Dhule,424001,www.svkm-iot.ac.in,IOTDhule@svkm.ac.in,Dr. Nilesh P. Salunke,2562297801 Ext.- ,2562297801 Ext.- ,Mr. Anmol Suryavanshi,Non-Autonomous
"Guru Gobind Singh College of Engineering & Research Centre, Nashik.",Urban,"Khalsa Educational Complex, Guru Gobind Singh Marg, Nashik.",Nashik,422009,www.ggsf.edu.in,gcoerc.nashik@ggsf.edu.in,Dr. Neelkanth G. Nikam,2372766 Ext.- ,2372766 Ext.- ,Manoj Koli,Non-Autonomous
"Parikrama Diploma in Pharmaceutical Science, Kashti, Tal Shrigonda ",Urban,"A/P Kashti, Tal.Shrigonda, Dist. Ahmednagar.",Ahmednagar,414701,www.parikrama.edu.in,parikrama.dips@gmail.com,KHEDKAR AMOL NAVNATH ,232143 Ext.- 02487, Ext.- ,LABADE JALINDER VISHWANATH,Non-Autonomous
"Karmaveer Shankarao Kale Education Society's Gautam Polytechnic Institute,Kpoargaon",Rural,"Gautam Nagar,Post Kolpewadi,",Ahmednagar,423602,www.kskes.org.in,gautampoly2013@gmail.com,SUBHASH M. BHARATI,262626 Ext.- ,262625 Ext.- ,Pawar Nitin Tukaram,Non-Autonomous
"Pravara Rural Education Society's College of PHarmacy (D.Pharm), Chincholi",Rural,"A/P Chincholi, Mahu, Taluka Sinnar, Dist Nashik.",Nashik,422102,www.pravara.in,principal.dpharmnashik@pravara.in,Dr. Vijay Dnyandeo Tambe,271145 Ext.- ,9423787372 Ext.- , MR.Samir Nandkumar Dhanwate ,Non-Autonomous
"Adarsh Polytechnic, Dhule",Rural,"155,Nakane,Nakane Road,Deopur,Dhule MS",Dhule,424002,www.adarshpolytechnicdhule.org,adarshpolytechnicdhule@rediffmail.com,Z.F.Pinjari,221775 Ext.- ,222775 Ext.- ,Kailas N Badgujar,Non-Autonomous
"Mauli Institute of Technology (Polytechnic), Amalner, Dist. Jalgaon",Rural,"Gut No.25/1/A, Dheku Road, Ambasan Dheku, Amalner, District Jalgaon. ",Jalgaon,425401,www.maulipoly.com,maulipoly@gmail.com,Prof. K.R.PATIL.,218200 Ext.- ,7588007270 Ext.- ,MR.SWAPNIL PATIL,Non-Autonomous
"Nikam Institute of Technology(Polytechnic),Dhule",Rural,"Morane-Gondur byPass road,Gondur",Dhule,424002,www.nitgondur.org,5414nikampoly@gmail.com,PRAKALP P.PATIL,297309 Ext.- ,297309 Ext.- ,JITENDRA ANANDRAO SONAWANE,Non-Autonomous
"Netaji Subhashchandra Bose Edu Trust,Netaji Polytechnic.,Dhule",Rural,"Gat No 21/1,Village Ajang,Parola Road,N.H.6",Dhule,424001,netajinec.org,netajics123@gmail.com,charul surana,203055 Ext.- ,232955 Ext.- ,chandan jadhav,Non-Autonomous
"Maulana Mukhtar Ahmad Nadvi Technical Campus, Malegaon.",Rural,"Mansoora, Malegaon-Manmad Road, P.B.No.144, Malegaon, Nashik.",Nashik,423203,www.mmantc.in,mmantc@gmail.com,Dr.Abdul Kadir Kureshi,02554 Ext.- ,9970178118 Ext.- ,Mr.Hamid Ajij Shaikh ,Non-Autonomous
"Gokhale Education Society's Sir Dr. M.S.Gosavi College of Pharmaceutical Education & Research, Nashik",Urban,"Prin.T.A. Kulkarni Vidya Nagar, College Road, Nashik",Nashik,422005,www.msgpharma.org,prin@msgpharma.org,Dr. Sunil V. Amrutkar,2232799 Ext.- , Ext.- ,Mrs. Savita R.Walimbe,Non-Autonomous
"Rajiv Gandhi College of Engineering, At Post Karjule Hariya Tal.Parner, Dist.Ahmednagar",Rural,"At Post Karjule Harya, Tal. Parner, Dist Ahmednagar",Ahmednagar,414304,www.rgcoe.org,rajivgandhi.iot@gmail.com,Dr.Tidke Pandurang Ashruba,295101 Ext.- ,9604049525 Ext.- ,Mr.Pawar Santosh Barku,Non-Autonomous
"Abasaheb Kakade College of B Pharmacy, At.Bodhegaon, Shevgaon, Ahmednagar",Rural,"A/p Bodhegaon, Shevgaon, Ahmednagar, Maharashtra- 414502",Ahmednagar,414502,www.akcobp.org,vikasgawali07@gmail.com,DR.PATTAN SHASHIKANT RUDRAPPA,240295 Ext.- , Ext.- ,GAWALI VIKAS,Non-Autonomous
"Vidya Niketan College of Engineering, Bota Sangamner",Rural,"Gat No. 670, Vidya Nagari, Pune Nashik Road, at post Bota, TalSangamner, Dist. Ahmednagar.",Ahmednagar,422602,www.vidyaniketanglobal.com,vncoe.principal@gmail.com,SIDDALINGESH G.,8600888433 Ext.- ,8600888433 Ext.- ,SANDIP BHAIK,Non-Autonomous
"J.E.S.S. College of Pharmacy (Degree), Nandurbar",Rural,"S.No. 5/2/2, Waghoda Road, Post Box 04, Nandurbar, Dist. Nandurbar.",Nandurbar,425412,www.jijamataeducation.org,jescp_ndb@yahoo.co.in,Dr. N. P. Jivani,232686 Ext.- ,232669 Ext.- ,Mr. Ravindra Gopinath Pathade,Non-Autonomous
"Matoshri College of Pharmacy, Eklahare, Nashik",Rural,"Eklahare, Near Odha Gaon, Aurangabad Highway, Nashik.",Nashik,422105,www.mcop.in,motoshripharmacy@rediffmail.com,Dr. G S Talele,2406687 Ext.- , Ext.- ,Bhor Nivrutti Digambar,Non-Autonomous
"Gurukul Education Society's Institute of Engineering & Technology, Nandgaon",Rural,"S.No. 34/1B, & 34/2, At Phule Nagar, Post Nandgaon, Tal. & Dist. Nashik.",Nashik,423106,www.gurukulpolytechnic.org,1607principal@msbte.com,MR.NILESH.R.THAKRE,243488 Ext.- ,243488 Ext.- ,MR.NILLESH S.VAIDYA,Non-Autonomous
"Shri Bhawabhuti Shikshan Sanstha's Shri Laxmanrao Mankar Institute Of Pharmacy, Amgoan",Urban,"Amgoan. Gondia , 441902",Gondia,441902,www.mankargroups.com,dksanghi@gmail.com,Dr. D.K. Sanghi,225145 Ext.- , Ext.- ,--,Non-Autonomous
"Sikh Education Society's Gurunanak Technical Institute of Pharmacy, Nagpur",Urban,"Mauza Nari, Near Dixit Nagar, Kh. No. 81/1, C.P. Foundry,Pili Nadi Nagpur , 440026",Nagpur,440026,www.gntinagpur,gnti1983@yahoo.com,Dr. Abhay Madhavrao Ittadwar,2633854 Ext.- 20,2242017 Ext.- ,Harmindersingh Huda,Non-Autonomous
"Shri Sadashivrao Patil Shikshan Sanstha's shrimati shantabai patil Institute of Diploma in Pharmacy, Kamptee",Rural,"Behind Railway Station,  Nagpur , 441002",Nagpur,441002,www.sspiop.com,sspiop@gmail.com,MR N M DESHMUKH,9822941144 Ext.- 226,9665660005 Ext.- 234,MR R V LOHAKARE,Non-Autonomous
"Jai Mahakali Shikshan Sanstha's Agnihotri Polytechnic, Sindhi (Meghe), Wardha",Rural,"Survey No.62, By Pass Highway,Bapuji Wadi, Ram Nagar Nagthana Road, Sindhi (Meghe), Wardha  442001",Wardha,442001,www.agnihotrigroup.org,apnag_1190@rediffmail.com,Mr. P. J. Walke,240440 Ext.- 07152, Ext.- ,Gajanan Dandade,Non-Autonomous
"Krushna Sahayogi Tantra Shikshan Sanstha, Chatrapati Shivaji Institute Of Technology, Deori, Gondia",Rural,"Shivaji Campus,At.Post.Th.Deori(Chichgadh Road) Gondia , 441901",Gondia,441901,www.kstsscsit.org,kstsscsit@rediffmail.com,MR.ASHISHSINGH KHATWAR,225631 Ext.- ,225631 Ext.- ,Chittaranjan girhepuje,Non-Autonomous
"Late Shri Laxmaji Motghare Chritable Trust's Dr. Arun Motghare Polytechnic, Kosara-Konda, Bhandara",Rural,"Survey No.441/2/2,442,443,444,445,446/3b, Bhandara, Pauni Road, Kosar-Konda Bhandara ",Bhandara,441908,,1192principal@msbte.com,MR.Jayesh R.Lanjewar,253909 Ext.- 07185,253909 Ext.- 07185,DR.ARUN MOTGHARE,Non-Autonomous
"Late Madhukarrao Deshmukh Education Soceity's Avdhoot Diploma College Of Engineering, Mouza, Bhojapur",Rural,"Mauza Bhojapur, P.H. No.115, Sur. No.6, Kuhi, Nagpur 400001",Nagpur,441202,lmdes.org.in,avdootpoly@rediffmal.com,Kiran N. Urkude,220021 Ext.- ,220021 Ext.- ,Nitin Madhukarrao Deshmukh,Non-Autonomous
"Sant Tukdoji Maharaj Shikshan Sanstha's Shri Sai Taj Polytechnic, Drugdhamna, Nagpur",Rural,"Kh.No.1, Ph.No.5a, Mouza Drugdhamna, Nagpur  440009",Nagpur,440023,www.saitajpoly.com,sstpedu@rediffmail.com,Mr.P.S.BHUJADE,280030 Ext.- ,9850824814 Ext.- ,MR.R.K.GONDANE,Non-Autonomous
"Maratha Shikshan Sanstha's P.R.Patil Instittute Of Polytechnic, Talegaon, Asthi, Wardha",Rural,"Survey No.53/3, Arvi Road, Talegaon, Tal.Asthi, Dist Wardha 400004",Wardha,442204,prppolytechnictalegaon.com,4250poly@gmail.com,Mr. A. D. Thakare,236000 Ext.- 07156,236000 Ext.- ,Chandrakant W. Gede,Non-Autonomous
"Shri Nirmaladevi Education Soceity's Sonatai Pandav Polytehnic, Paradsinga",Rural,"Survey No.73, At Lamdham, Post Paradsinga, Tal. Katol, Nagpur  440018",Nagpur,440018,,satishpuri@ymail.com,MR.AMIT DONGRE,224007 Ext.- ,224007 Ext.- ,Mr.Satish U.Puri,Non-Autonomous
"Dharampeth Education Soceity's Dharampeth Polytechnic, Nagpur",Urban,"Survey No.105, Mouza Ambazari, Near Ambazari Garden, North Ambazari Road, Nagpur",Nagpur,440033,www.dpnagpur.com,dharampethpolytechnic@rediffmail.com,Shri Narendra Deshpande,2249977 Ext.- , Ext.- ,Mr.Vinay Modak,Non-Autonomous
"Shri Sai Shikshan Sanstha's Nit Polytechnic, Nagpur",Rural,"Survey No.13/2, Mahurzari, Katol Road Nagpur.Tah-Dist-Nagpur 441501",Nagpur,441501,www.nitpoly.edu.in,nit.polytechnic@rediffmail.com,PROF. G. F. POTBHARE,2023059 Ext.- ,2023059 Ext.- ,Mr. Sopan Kubde,Non-Autonomous
"Laxmanrao Mankar College Of Polytechnic, Amgaon, Gondia",Rural,"At Post Amgaon, Tal. Amgaon, Dist. Gondia  441902",Gondia,441902,www.mankargroups.com,dksanghi@gmail.com,SHRI SANDEEP C. HANUWATE,225145 Ext.- , Ext.- ,-,Non-Autonomous
"Jaideo Education Society, J.D. Polytechnic, Khandala, Nagpur",Rural,"Khasara No. 154/K, 155/K, & 153/2, At Khandala, Post Valni-Katol Road, Nagpur  441501",Nagpur,441501,www.jdpoly.in,jdp51@rediffmail.com,Dr. P. B. Maheshwary,2023002 Ext.- ,2023001 Ext.- ,Anil Tayade,Non-Autonomous
"Mata Mahakali Bahuuddeshiya Shikshan Prasarak Mandal's Mata Mahakali Polytechnic College, Warora",Rural,"Old Bypass Road,At Post Warora, Dist. Chandrapur  442907",Chandrapur,442907,www.mmbspm.org/poly,principal.mmp@gmail.com,P.V. BABHULKAR,282732 Ext.- ,282732 Ext.- ,W.B.GRAGILWAR,Non-Autonomous
"Sanmarg Shikshan Sanstha, Shri Sharadchandra Pawar Polytechnic, Bhilewada",Urban,"P.H.No.23,Gatt No,278,254,Bhilewada,Bhandara 441904",Bhandara,441904,www.sspp.co.in,ssppbhandara@gmail.com,Prof. Ashish M. Talekar,309416 Ext.- ,309401 Ext.- ,MR.CHANDRAKANT KHAIRE,Non-Autonomous
"M.S. & M.G.V.B.S., Central India Institute Of Polytechnic, Nagpur",Urban,"Near Godhani Rly., Godhani, Nagpur 441111",Nagpur,441111,www.ciip.org.in,ciip.principal@gmail.com,PROF. EHSANULLAH KHAN,6056333 Ext.- ,6056222 Ext.- 94,MOHAMMAD BABAR,Non-Autonomous
"The Shriram Gramvikas Shikshan Sanstha, Baburaoji Tidke Polytechnic, Mouda, Nagpur",Rural,"At Post Mauda, Dist. Nagpur",Nagpur,441104,www.btpolytechnic.com,vmbadwaik@gmail.com,Ms. Vidya Badwaik,281252 Ext.- , Ext.- ,N.R. Bochar,Non-Autonomous
"Sanmarg Shikshan Sanstha, Shri Krushnarao Pandav Polytechnic, Bahadura, Nagpur",Urban,"Near Dighori Naka, Bahadura, Nagpur 440009",Nagpur,411204,skppn.co.cc,skrppngp@gmail.com,Sandeep W. Langade,663604 Ext.- 604,663632 Ext.- 632,Mr.K.B.Meshram,Non-Autonomous
"Gopal Education Soceity's Shri Mukundrao Pannase Polytechnic, Mauza Mondha",Rural,"K.No.42, Ph 62, At Mauza, Mondha, Panjari, Hingana, Nagpur 400004",Nagpur,441110,www.smppolytechnic.org,contact@smppolytechnic.org,Prof. K. S. NIMJE,605888 Ext.- , Ext.- ,Vinod Lonare,Non-Autonomous
"Om Arunodaya Bahuuddeshiya Khadi Gramodyog Vikas Sanstha's Om Polytechnic, Sawangi (Meghe), Wardha",Rural,"Samata Nagar, Master Colony, Devali Road, Savangi (Meghe),Wardha  442001",Wardha,442001,www.ompoly.com,principal.ompoly@gmail.com,C.A. WANKHADE,243975 Ext.- ,243975 Ext.- ,AJAY PANDURANGJI NIMJE,Non-Autonomous
"Sanmarg Shikshan Sanstha'sm Smt. Radhikatai Pandav Polytechnic, Besa, Nagpur",Urban,"Survey No.57, Mouza-Besa,Revati Nagar, Nagpur   440009",Nagpur,440027,www.srpp.co.in,srppbesa@gmail.com,Mr. Gaurishankar L. Girhe,3281331 Ext.- ,3281330 Ext.- ,Mr. Edgar Lillywhite,Non-Autonomous
"Samarth Institute of Pharmacy, Kavathe",Rural,"688/1, Kavathe, Sakri-Pimpalner road, Tal Sakri Dist.Dhule.",Dhule,424304,www.samartheducation.com,1632principal@msbte.com,Gavit Mukesh Madhukar,202382 Ext.- ,202382 Ext.- ,Shaikh Salim Ramjan,Non-Autonomous
"Late M.D. Yergude Memorial Shikshan Prasarak  Mandal's Shri Sai Polytechnic, Chandrapur",Urban,"Opp Hotel Kundan Plaza, Nagpur Road, Chandrapur , 442401",Chandrapur,442401,www.saipoly.ac.in,saipoly_cha@yahoo.com,Prof. S. N. Pilare,266440 Ext.- 07172,266774 Ext.- 07172,Mrs. S.S. Parnate,Non-Autonomous
"Lokmanya Tilak Jankalyan Shikshan Sanstha's Priyadarshini Polytechnic, Nagpur",Urban,"P-131,Electronic Zone,Midc,Hingna Road,Nagpur  440016",Nagpur,440016,www.ppn.ltjss.net,priyadarshini_poly@rediffmail.com,Shri Manoj B. Deokate,690001 Ext.- ,242752 Ext.- ,Ramrao P Bhoyar,Non-Autonomous
"Navodaya Shikshan Sanstha's Shankarrao Dhawad Polytechnic, Nagpur",Urban,"Rajiv Nagar, Somalwada, Nagpur , 440025",Nagpur,440025,www.sdhawadpoly.org,shankarraodhawad1@rediffmail.com,Mr. Vinay Raut,2282478 Ext.- ,2286880 Ext.- 34,Mr. Mukesh Kadu,Non-Autonomous
"KDK Polytechnic, Umrer  ",Rural,"Opposite W.C.L.,Village-Ghoturli,State Highway No. 09  Umrer, Dist. Nagpur. 441204",Nagpur,441204,www.umrerpoly.org/,principal.upu@gmail.com,Prof. R.P.Dhandre,7116247062 Ext.- , Ext.- ,MR. AMIT GHUMADE,Non-Autonomous
"Shri Sadashivrao Patil Shikshan Sanstha's Kamptee Polytechnic, Kamptee",Rural,"Behind Railway Station  Nagpur , 441002",Nagpur,441002,www.kpkamptee.com,kamp_poly@yahoo.com,MR. MUKESH B.GHOLASE,288767 Ext.- 330,77091138 Ext.- ,SHRI AJAY TUKARAMJI HARDE,Non-Autonomous
"Bajaj Chandrapur Polytechnic, Chandrapur",Urban,"Balaji Ward, Near Fish Market, Chandrapur , 442402",Chandrapur,442402,www.bajajpoly.com,principalcpc@gmail.com,Mr. R. P. Harikhere,250540 Ext.- ,252968 Ext.- ,Mr.D.S. Vyas,Non-Autonomous
"Ankush Shikshan Sanstha's G.H. Raisoni Polytechnic, Nagpur",Urban,"B-37, Sharaddha Park, Hingna-Wadi Road, Nagpur  440016",Nagpur,440028,www.ghrpoly.raisoni.net,ghrpolynag@raisoni.net,Mr. G.N.AKHADE,236100 Ext.- ,232318 Ext.- ,Milind Deshmukh,Non-Autonomous
"Vivekanand Polytechnic,SitaSaongi,Tal-Tumsar,Dist-Bhandara ",Rural,"At & Post-Sitasaongi, Bhandara , 441929",Bhandara,441907,www.vivekanandpolytechnic.com,0092principal@msbte.com,Shri. N.  K. Daharwal,220255 Ext.- ,220255 Ext.- ,N. k. Daharwal,Non-Autonomous
"Shri Datta Meghe Polytechnic, Nagpur",Rural,"Survey No.248/3, Beside YCCE, Wanadongari, Hingana Road, Nagpur.441110",Nagpur,441110,www.sdmp.ac.in,principalsdmp0127@gmail.com,VIKAS M.KHANKE,9921633421 Ext.- ,9764996481 Ext.- ,Nadeem S. Khan (A.O),Non-Autonomous
"Jawahar Education Society's Institute of Technology, Management & Research, Nashik.",Rural,"Survey No.48, Gowardhan, Gangapur Road, Nashik.",Nashik,422222,www.jitnashik.edu.in,principaljitnashik@rediffmail.com,Dr.M. V. Bhatkar,2970077 Ext.- ,2970077 Ext.- ,Mr. Jagdish V. Patil,Non-Autonomous
"Sanmarg Shikshan Sanstha's Late Vasantdada  Polytechnic, Nagpur.",Urban,"E-2/F-3, New Nanadanvan, Nagpur , 440009",Nagpur,440009,www.lvpnagpur.in,lvpngp133@gmail.com,Mr. A.K. Jajulwar,6686512 Ext.- ,6686523 Ext.- ,Mr. S. C. Tumane,Non-Autonomous
"Sanghavi College of Engineering, Varvandi, Nashik.",Rural,"Gut No. 166, Varvandi, Taluka Dindori, Dist. Nashik.",Nashik,422004,www.shreemahavir.org,principal.scenashik@shreemahavir.org,Prof. Navnath Vasant Palde,259091 Ext.- , Ext.- ,Dr. Priyanka Zawar,Non-Autonomous
"Jai Mahakali Shikshan Sanstha's Agnihotri School of Technology, Ramnagar, Wardha",Rural,"Ramnagar, Wardha , 442001",Wardha,442001,www.aginihotrigroup.org,ast695@rediffmail.com,Mr. Chandrakant B. Kothare,252888 Ext.- ,252888 Ext.- ,Mr. Amol V. Nandedkar,Non-Autonomous
"College of Engineering and Technology ,North Maharashtra Knowledge City, Jalgaon",Rural,"Gat No 166 Bambhori, Jalgaon",Jalgaon,425002,www.nmkcj.org,nmkcjalgaon49@gmail.com,Dr. V. M. Patil,93714 Ext.- 62121,02588202 Ext.- 205,Rohit C Patil,Non-Autonomous
"Ashok Institute of Engineering & Technology(Polytechnic), Shrirampur.",Rural,"Ashok Nagar, Tal.Shrirampur, Dist. Ahmednagar.413717",Ahmednagar,413717,www.ashokpolytechnic.org,ashoktech_ashoknagar@yahoo.com,Kadu Arun Ramnath,246021 Ext.- ,246021 Ext.- ,Thorat Sachin N,Non-Autonomous
"Shree. Kapildhara Polytechnic, Igatpuri.",Rural,"Sr. No. 231, A/p Waki, Kawnai Road, Tahsil Igatpuri, Dist Nashik. ",Nashik,422403,www.shreekapildhara.com,shreekapildharapoly@gmail.com,MD. IMADUDDIN,6691382 Ext.- , Ext.- ,Mangesh Mengal,Non-Autonomous
"Sahjivan Shikshan Prasarak Mandal's Vasantrao More Polytechnic, Tehu Tq.Parola, Jalgaon.",Rural,"At Tehu Taluka Parola, Dist. Jalgaon  425111",Jalgaon,425111,www.vasantraomore.org,vasantraomorepoly@gmail.com,Mr. Dayanand Gangadhar Patil,293344 Ext.- ,293355 Ext.- ,Mr. Rohan Vasantrao More,Non-Autonomous
